index,true,top1,top1_correct,top3_correct,questions_asked
4204,Hepatitis D,Hepatitis D,True,True,5
1609,Acne,Acne,True,True,8
4592,Fungal Infection,Fungal Infection,True,True,5
3889,Arthritis,Arthritis,True,True,7
3609,Allergy,Allergy,True,True,10
1377,Jaundice,Jaundice,True,True,6
2077,GERD,GERD,True,True,6
2087,Chronic Cholestasis,Chronic Cholestasis,True,True,8
2180,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4957,Acne,Acne,True,True,7
2305,Tuberculosis,Tuberculosis,True,True,5
1227,Impetigo,Impetigo,True,True,6
1945,Varicose Veins,Varicose Veins,True,True,6
68,AIDS,AIDS,True,True,7
1508,Pneumonia,Pneumonia,True,True,5
1356,Cervical Spondylosis,Cervical Spondylosis,True,True,6
448,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2723,Dengue,Dengue,True,True,5
4096,Acne,Acne,True,True,7
1260,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3070,Vertigo,Vertigo,True,True,6
3017,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1943,Varicose Veins,Varicose Veins,True,True,9
1087,Common Cold,Common Cold,True,True,5
2369,Hypothyroidism,Hypothyroidism,True,True,6
2365,Hypothyroidism,Hypothyroidism,True,True,6
932,Migraine,Migraine,True,True,6
4310,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3292,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1967,Hyperthyroidism,Hyperthyroidism,True,True,6
698,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2147,Bronchial Asthma,Bronchial Asthma,True,True,7
3917,Hepatitis D,Hepatitis D,True,True,5
4137,Acne,Acne,True,True,7
605,Hepatitis A,Hepatitis A,True,True,5
992,Dengue,Dengue,True,True,5
129,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2345,Heart Attack,Heart Attack,True,True,12
3637,Heart Attack,Heart Attack,True,True,6
781,Acne,Acne,True,True,7
3711,Hepatitis C,Hepatitis C,True,True,6
4407,Hepatitis B,Hepatitis B,True,True,5
1284,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1715,Diabetes ,Diabetes ,True,True,5
620,Hepatitis C,Hepatitis C,True,True,6
1691,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4138,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1680,Drug Reaction,Drug Reaction,True,True,6
3801,Heart Attack,Heart Attack,True,True,6
2504,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3750,Hepatitis A,Hepatitis A,True,True,5
255,Tuberculosis,Tuberculosis,True,True,5
565,Malaria,Malaria,True,True,5
2124,Diabetes ,Diabetes ,True,True,5
849,GERD,GERD,True,True,13
3476,Hyperthyroidism,Hyperthyroidism,True,True,6
4148,Diabetes ,Diabetes ,True,True,5
4442,Jaundice,Jaundice,True,True,6
4860,Hepatitis D,Hepatitis D,True,True,5
4570,Hepatitis A,Hepatitis A,True,True,5
1285,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,11
4312,Diabetes ,Diabetes ,True,True,5
3906,Migraine,Migraine,True,True,6
2183,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1402,Dengue,Dengue,True,True,5
2237,Typhoid,Typhoid,True,True,5
1451,Hepatitis D,Hepatitis D,True,True,5
1082,Common Cold,Common Cold,True,True,5
3744,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4057,Psoriasis,Psoriasis,True,True,5
787,Acne,Acne,True,True,7
1009,Typhoid,Typhoid,True,True,5
1142,Hyperthyroidism,Arthritis,False,True,7
3199,Allergy,Allergy,True,True,10
4061,GERD,GERD,True,True,6
921,Hypertension ,Hypertension ,True,True,14
1219,Psoriasis,Psoriasis,True,True,5
1183,Vertigo,Vertigo,True,True,6
2536,Arthritis,Arthritis,True,True,7
2002,Vertigo,Hypertension ,False,True,5
2784,Acne,Acne,True,True,7
1965,Hyperthyroidism,Hyperthyroidism,True,True,6
1428,Hepatitis A,Hepatitis A,True,True,5
2295,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,9
1120,Varicose Veins,Varicose Veins,True,True,6
3502,Dengue,Dengue,True,True,5
4644,Migraine,Migraine,True,True,6
3474,Varicose Veins,Varicose Veins,True,True,6
3010,Dengue,Dengue,True,True,5
4698,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3769,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3405,GERD,GERD,True,True,6
3304,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4920,Fungal Infection,Fungal Infection,True,True,5
4775,Hepatitis A,Hepatitis A,True,True,5
2505,Drug Reaction,Drug Reaction,True,True,6
4926,AIDS,AIDS,True,True,7
1418,Typhoid,Typhoid,True,True,5
3847,Osteoarthritis,Osteoarthritis,True,True,6
1050,Hepatitis E,Hepatitis E,True,True,4
1962,Hyperthyroidism,Arthritis,False,True,7
4671,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4901,Hepatitis D,Hepatitis D,True,True,5
4052,Osteoarthritis,Osteoarthritis,True,True,6
1110,Heart Attack,Heart Attack,True,True,6
2302,Tuberculosis,Tuberculosis,True,True,5
1112,Heart Attack,Heart Attack,True,True,15
3384,Hepatitis D,Hepatitis D,True,True,5
447,Chronic Cholestasis,Chronic Cholestasis,True,True,8
2403,Arthritis,Arthritis,True,True,7
980,Chickenpox,Chickenpox,True,True,5
993,Dengue,Dengue,True,True,5
3204,AIDS,AIDS,True,True,7
3929,Osteoarthritis,Osteoarthritis,True,True,6
3781,Bronchial Asthma,Bronchial Asthma,True,True,7
953,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3426,Hepatitis E,Hepatitis E,True,True,4
4690,Chickenpox,Chickenpox,True,True,5
1692,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,17
4397,Hypertension ,Hypertension ,True,True,5
4090,Hypothyroidism,Hypothyroidism,True,True,6
3946,Hypertension ,Hypertension ,True,True,5
2855,Common Cold,Common Cold,True,True,5
3042,Gastroenteritis,Gastroenteritis,True,True,6
2254,Hepatitis B,Hepatitis B,True,True,5
646,Hepatitis E,Hepatitis E,True,True,4
1666,GERD,Heart Attack,False,True,6
3236,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4665,Hyperthyroidism,Hyperthyroidism,True,True,6
816,Impetigo,Impetigo,True,True,6
1176,Arthritis,Arthritis,True,True,7
2909,Psoriasis,Psoriasis,True,True,5
2922,Migraine,Migraine,True,True,6
242,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,16
366,Vertigo,Vertigo,True,True,6
3481,Acne,Acne,True,True,7
3910,Malaria,Malaria,True,True,5
2191,Jaundice,Jaundice,True,True,6
3856,GERD,GERD,True,True,6
4409,Hepatitis D,Hepatitis D,True,True,5
1711,Diabetes ,Diabetes ,True,True,5
720,Hypothyroidism,Hypothyroidism,True,True,6
148,Jaundice,Jaundice,True,True,6
3362,Fungal Infection,Fungal Infection,True,True,5
2029,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4103,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3347,Common Cold,Common Cold,True,True,5
153,Malaria,Malaria,True,True,5
37,Chronic Cholestasis,Chronic Cholestasis,True,True,8
2748,Allergy,Allergy,True,True,10
2326,Pneumonia,Pneumonia,True,True,9
4224,Allergy,Allergy,True,True,10
1372,Jaundice,Jaundice,True,True,6
4179,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1861,Hepatitis D,Hepatitis D,True,True,5
4046,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2559,Dengue,Dengue,True,True,5
2805,Dengue,Dengue,True,True,5
549,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3169,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1917,Pneumonia,Pneumonia,True,True,5
3079,Drug Reaction,Drug Reaction,True,True,6
789,Acne,Acne,True,True,8
461,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1354,Cervical Spondylosis,Cervical Spondylosis,True,True,20
4659,Common Cold,Common Cold,True,True,5
1879,Hepatitis E,Hepatitis E,True,True,4
1053,Hepatitis E,Hepatitis E,True,True,4
2845,Chickenpox,Chickenpox,True,True,5
3768,Acne,Acne,True,True,7
1380,Malaria,Malaria,True,True,5
3791,Hepatitis A,Hepatitis A,True,True,5
2325,Pneumonia,Pneumonia,True,True,5
791,Urinary Tract Infection,Urinary Tract Infection,True,True,9
718,Varicose Veins,Varicose Veins,True,True,6
1660,GERD,GERD,True,True,6
4712,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3013,Hepatitis B,Hepatitis B,True,True,5
3317,Acne,Acne,True,True,7
4918,Psoriasis,Psoriasis,True,True,5
3449,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
390,Psoriasis,Psoriasis,True,True,5
4617,Tuberculosis,Tuberculosis,True,True,5
575,Chickenpox,Chickenpox,True,True,5
2462,GERD,GERD,True,True,6
1325,Bronchial Asthma,Bronchial Asthma,True,True,7
2674,Bronchial Asthma,Bronchial Asthma,True,True,7
27,GERD,GERD,True,True,6
1068,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4085,Common Cold,Common Cold,True,True,5
964,Jaundice,Jaundice,True,True,8
4053,Arthritis,Arthritis,True,True,7
1093,Pneumonia,Pneumonia,True,True,5
3988,Migraine,Migraine,True,True,6
1236,Fungal Infection,Fungal Infection,True,True,14
4194,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2346,Heart Attack,Heart Attack,True,True,6
46,Drug Reaction,Drug Reaction,True,True,13
4611,Hepatitis A,Hepatitis A,True,True,5
1472,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,16
3479,Arthritis,Arthritis,True,True,7
4365,Hepatitis A,Hepatitis A,True,True,5
484,Diabetes ,Diabetes ,True,True,5
1906,Common Cold,Common Cold,True,True,10
1256,GERD,Heart Attack,False,True,6
2673,Gastroenteritis,Gastroenteritis,True,True,6
2415,Vertigo,Vertigo,True,True,6
4489,Hepatitis B,Hepatitis B,True,True,5
4628,Vertigo,Vertigo,True,True,6
4710,Vertigo,Vertigo,True,True,6
2419,Vertigo,Vertigo,True,True,6
4273,Bronchial Asthma,Bronchial Asthma,True,True,7
904,Gastroenteritis,Gastroenteritis,True,True,6
3842,Heart Attack,Heart Attack,True,True,6
547,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
1958,Hypothyroidism,Hypothyroidism,True,True,6
627,Hepatitis C,Hepatitis C,True,True,9
4252,Heart Attack,Heart Attack,True,True,6
1530,Varicose Veins,Varicose Veins,True,True,6
3541,Malaria,Malaria,True,True,5
4694,Hepatitis B,Hepatitis B,True,True,5
1928,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
3722,Hyperthyroidism,Hyperthyroidism,True,True,6
894,Diabetes ,Diabetes ,True,True,5
1013,Hepatitis A,Hepatitis A,True,True,16
335,Hypoglycemia,Hypoglycemia,True,True,5
2532,Hypothyroidism,Hypothyroidism,True,True,6
2399,Osteoarthritis,Osteoarthritis,True,True,6
2163,Migraine,Migraine,True,True,15
1481,Tuberculosis,Tuberculosis,True,True,5
319,Hypothyroidism,Hypothyroidism,True,True,6
2310,Common Cold,Common Cold,True,True,5
459,Drug Reaction,Drug Reaction,True,True,7
252,Tuberculosis,Tuberculosis,True,True,5
2243,Hepatitis A,Hepatitis A,True,True,16
2658,Osteoarthritis,Osteoarthritis,True,True,6
828,Fungal Infection,Fungal Infection,True,True,5
4786,Varicose Veins,Varicose Veins,True,True,6
2645,Hepatitis C,Hepatitis C,True,True,6
613,Hepatitis B,Hepatitis B,True,True,13
3797,Tuberculosis,Tuberculosis,True,True,5
3331,Hypertension ,Hypertension ,True,True,5
4384,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4795,Psoriasis,Psoriasis,True,True,5
476,AIDS,AIDS,True,True,7
841,GERD,GERD,True,True,6
2592,Bronchial Asthma,Bronchial Asthma,True,True,7
4245,Hepatitis D,Hepatitis D,True,True,5
3318,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1824,Typhoid,Typhoid,True,True,5
227,Hepatitis D,Hepatitis D,True,True,9
4272,Gastroenteritis,Gastroenteritis,True,True,6
540,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3077,GERD,GERD,True,True,6
3810,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2598,Malaria,Malaria,True,True,5
3288,Gastroenteritis,Gastroenteritis,True,True,6
4109,Bronchial Asthma,Bronchial Asthma,True,True,7
4744,Heart Attack,Heart Attack,True,True,6
1893,Tuberculosis,Tuberculosis,True,True,5
1262,Chronic Cholestasis,Chronic Cholestasis,True,True,13
3868,Jaundice,Jaundice,True,True,6
3327,AIDS,AIDS,True,True,7
4513,Chronic Cholestasis,Chronic Cholestasis,True,True,5
12,Allergy,Allergy,True,True,10
892,Diabetes ,Diabetes ,True,True,17
299,Heart Attack,Heart Attack,True,True,6
2604,Hepatitis C,Hepatitis C,True,True,6
4789,Hypoglycemia,Hypoglycemia,True,True,5
4377,Hypothyroidism,Hypothyroidism,True,True,6
261,Common Cold,Common Cold,True,True,5
3964,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
246,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
282,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1933,Heart Attack,Heart Attack,True,True,6
2554,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3858,Drug Reaction,Drug Reaction,True,True,6
3211,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3924,Heart Attack,Heart Attack,True,True,6
554,Jaundice,Jaundice,True,True,8
4502,Hypoglycemia,Hypoglycemia,True,True,5
4525,Malaria,Malaria,True,True,5
3918,Hepatitis E,Hepatitis E,True,True,4
3044,Hypertension ,Hypertension ,True,True,5
1546,Hypothyroidism,Hypothyroidism,True,True,6
1538,Varicose Veins,Varicose Veins,True,True,6
3980,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2208,Malaria,Gastroenteritis,False,True,6
544,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1424,Hepatitis A,Hepatitis A,True,True,5
485,Diabetes ,Diabetes ,True,True,5
731,Hyperthyroidism,Hyperthyroidism,True,True,6
2200,Malaria,Malaria,True,True,5
2589,AIDS,AIDS,True,True,7
4632,Impetigo,Impetigo,True,True,6
521,Migraine,Migraine,True,True,6
4960,Impetigo,Impetigo,True,True,6
14,Allergy,Allergy,True,True,10
93,Bronchial Asthma,Bronchial Asthma,True,True,10
3647,Psoriasis,Psoriasis,True,True,5
4192,Hypertension ,Hypertension ,True,True,5
3687,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3887,Hypoglycemia,Hypoglycemia,True,True,5
2178,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1553,Hyperthyroidism,Hyperthyroidism,True,True,6
4183,Allergy,Allergy,True,True,10
2671,AIDS,AIDS,True,True,7
1886,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3420,Dengue,Dengue,True,True,5
635,Hepatitis D,Hepatitis D,True,True,5
1129,Varicose Veins,Varicose Veins,True,True,6
4040,Hepatitis D,Hepatitis D,True,True,5
462,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,17
131,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1717,Diabetes ,Diabetes ,True,True,5
4454,Common Cold,Common Cold,True,True,5
3003,Hypertension ,Hypertension ,True,True,5
844,GERD,GERD,True,True,6
2872,GERD,GERD,True,True,6
413,Fungal Infection,Fungal Infection,True,True,9
137,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
4956,Vertigo,Vertigo,True,True,6
3742,Migraine,Migraine,True,True,6
1002,Typhoid,Typhoid,True,True,5
2969,Dengue,Dengue,True,True,5
4787,Hypothyroidism,Hypothyroidism,True,True,6
4405,Typhoid,Typhoid,True,True,5
959,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3142,Common Cold,Common Cold,True,True,5
3696,AIDS,AIDS,True,True,7
231,Hepatitis E,Hepatitis E,True,True,4
4524,Jaundice,Jaundice,True,True,6
3606,Psoriasis,Psoriasis,True,True,5
1184,Vertigo,Vertigo,True,True,9
4295,Hypothyroidism,Hypothyroidism,True,True,6
1306,Diabetes ,Diabetes ,True,True,5
1313,Gastroenteritis,Gastroenteritis,True,True,6
4218,Vertigo,Vertigo,True,True,6
2396,Osteoarthritis,Osteoarthritis,True,True,6
3452,Gastroenteritis,Gastroenteritis,True,True,6
3598,Hypothyroidism,Hypothyroidism,True,True,6
905,Gastroenteritis,Gastroenteritis,True,True,13
1693,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1230,Fungal Infection,Fungal Infection,True,True,5
1127,Varicose Veins,Varicose Veins,True,True,6
3593,Common Cold,Common Cold,True,True,5
2451,Impetigo,Impetigo,True,True,6
1749,Hypertension ,Hypertension ,True,True,5
4779,Hepatitis E,Hepatitis E,True,True,4
192,Hepatitis A,Hepatitis A,True,True,5
1410,Typhoid,Typhoid,True,True,5
4023,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2148,Bronchial Asthma,Bronchial Asthma,True,True,9
4010,Hypoglycemia,Hypoglycemia,True,True,5
1705,AIDS,AIDS,True,True,7
3733,GERD,GERD,True,True,6
611,Hepatitis B,Hepatitis B,True,True,5
4320,Malaria,Malaria,True,True,5
1541,Hypothyroidism,Hypothyroidism,True,True,6
753,Osteoarthritis,Osteoarthritis,True,True,16
2203,Malaria,Malaria,True,True,5
2942,Hypothyroidism,Hypothyroidism,True,True,6
3710,Hepatitis B,Hepatitis B,True,True,5
2761,Jaundice,Jaundice,True,True,6
1231,Fungal Infection,Fungal Infection,True,True,9
591,Typhoid,Typhoid,True,True,5
4296,Hyperthyroidism,Hyperthyroidism,True,True,6
2333,Dimorphic Hemmorhoids (piles),AIDS,False,False,20
1690,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2974,Hepatitis D,Hepatitis D,True,True,5
2170,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2432,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4254,Hypothyroidism,Hypothyroidism,True,True,6
4110,Hypertension ,Hypertension ,True,True,5
3534,Gastroenteritis,Gastroenteritis,True,True,6
832,Allergy,Allergy,True,True,10
2471,Migraine,Migraine,True,True,6
3467,Hepatitis E,Hepatitis E,True,True,4
2861,Hyperthyroidism,Hyperthyroidism,True,True,6
3182,Tuberculosis,Tuberculosis,True,True,5
4481,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4875,Acne,Acne,True,True,7
4084,Tuberculosis,Tuberculosis,True,True,5
4159,Typhoid,Typhoid,True,True,5
1099,Pneumonia,Pneumonia,True,True,5
1544,Hypothyroidism,Hypothyroidism,True,True,6
3824,Migraine,Migraine,True,True,6
2708,GERD,GERD,True,True,6
770,Vertigo,Vertigo,True,True,6
4542,Hyperthyroidism,Hyperthyroidism,True,True,6
1963,Hyperthyroidism,Hyperthyroidism,True,True,6
855,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1363,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1241,Allergy,Allergy,True,True,10
3998,Hepatitis C,Hepatitis C,True,True,6
867,Drug Reaction,Drug Reaction,True,True,6
3840,Pneumonia,Pneumonia,True,True,5
2381,Hypoglycemia,Hypoglycemia,True,True,5
3592,Tuberculosis,Tuberculosis,True,True,5
3563,Acne,Acne,True,True,7
3388,Common Cold,Common Cold,True,True,5
4343,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2480,Hepatitis B,Hepatitis B,True,True,5
4944,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1159,Hypoglycemia,Hypoglycemia,True,True,5
4750,Arthritis,Arthritis,True,True,7
1909,Common Cold,Common Cold,True,True,5
1471,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2663,Psoriasis,Psoriasis,True,True,5
2392,Osteoarthritis,Osteoarthritis,True,True,6
1473,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2100,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4736,Hepatitis C,Hepatitis C,True,True,6
4079,Hepatitis B,Hepatitis B,True,True,5
4014,Acne,Acne,True,True,7
3989,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1311,Gastroenteritis,Gastroenteritis,True,True,6
2215,Chickenpox,Chickenpox,True,True,5
1518,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1281,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1695,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,11
187,Typhoid,Typhoid,True,True,5
3795,Hepatitis E,Hepatitis E,True,True,4
597,Typhoid,Typhoid,True,True,5
2980,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
3515,Varicose Veins,Varicose Veins,True,True,6
3348,Pneumonia,Pneumonia,True,True,5
3869,Malaria,Malaria,True,True,5
624,Hepatitis C,Hepatitis C,True,True,6
803,Psoriasis,Psoriasis,True,True,10
1351,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3369,Diabetes ,Diabetes ,True,True,5
4210,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1006,Typhoid,Typhoid,True,True,5
2045,Impetigo,Impetigo,True,True,11
2822,Osteoarthritis,Osteoarthritis,True,True,6
1054,Hepatitis E,Hepatitis E,True,True,4
4645,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2009,Vertigo,Vertigo,True,True,6
1887,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
689,Pneumonia,Pneumonia,True,True,5
4321,Chickenpox,Chickenpox,True,True,5
693,Dimorphic Hemmorhoids (piles),AIDS,False,False,20
3916,Hepatitis C,Hepatitis C,True,True,6
2000,Vertigo,Vertigo,True,True,6
4627,Arthritis,Arthritis,True,True,7
240,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
138,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
304,Varicose Veins,Varicose Veins,True,True,6
198,Hepatitis A,Hepatitis A,True,True,5
4935,Malaria,Malaria,True,True,5
1689,Drug Reaction,Drug Reaction,True,True,7
2901,Hypothyroidism,Hypothyroidism,True,True,6
4536,Common Cold,Common Cold,True,True,5
278,Pneumonia,Pneumonia,True,True,5
3276,Acne,Acne,True,True,7
3428,Tuberculosis,Tuberculosis,True,True,5
4737,Hepatitis D,Hepatitis D,True,True,5
2071,GERD,GERD,True,True,6
1867,Hepatitis D,Hepatitis D,True,True,9
3755,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
247,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3878,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4258,Arthritis,Arthritis,True,True,7
2275,Hepatitis D,Hepatitis D,True,True,5
2481,Hepatitis C,Hepatitis C,True,True,6
1684,Drug Reaction,Drug Reaction,True,True,7
4412,Tuberculosis,Tuberculosis,True,True,5
4871,Hypoglycemia,Hypoglycemia,True,True,5
4785,Heart Attack,Heart Attack,True,True,6
1174,Arthritis,Arthritis,True,True,7
70,Diabetes ,Diabetes ,True,True,5
4011,Osteoarthritis,Osteoarthritis,True,True,6
2914,Chronic Cholestasis,Chronic Cholestasis,True,True,5
734,Hyperthyroidism,Hyperthyroidism,True,True,6
438,GERD,GERD,True,True,6
394,Psoriasis,Psoriasis,True,True,5
609,Hepatitis A,Hepatitis A,True,True,5
2992,Impetigo,Impetigo,True,True,6
3150,Osteoarthritis,Osteoarthritis,True,True,6
1033,Hepatitis C,Hepatitis C,True,True,6
2524,Hepatitis E,Hepatitis E,True,True,4
4066,Diabetes ,Diabetes ,True,True,5
1625,Psoriasis,Psoriasis,True,True,5
2213,Chickenpox,Chickenpox,True,True,8
2130,Gastroenteritis,Gastroenteritis,True,True,6
4843,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1880,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3333,Cervical Spondylosis,Cervical Spondylosis,True,True,6
925,Hypertension ,Hypertension ,True,True,5
2233,Typhoid,Typhoid,True,True,5
3582,Malaria,Malaria,True,True,5
2315,Common Cold,Common Cold,True,True,5
3162,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2384,Hypoglycemia,Hypoglycemia,True,True,8
4554,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2205,Malaria,Malaria,True,True,5
4762,AIDS,AIDS,True,True,7
3936,Fungal Infection,Fungal Infection,True,True,5
3903,Gastroenteritis,Gastroenteritis,True,True,6
2739,Hypoglycemia,Hypoglycemia,True,True,5
3585,Typhoid,Typhoid,True,True,5
3018,Tuberculosis,Tuberculosis,True,True,5
3952,Chickenpox,Chickenpox,True,True,5
2575,Hypoglycemia,Hypoglycemia,True,True,5
2409,Arthritis,Arthritis,True,True,7
174,Dengue,Dengue,True,True,5
941,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3386,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1947,Varicose Veins,Varicose Veins,True,True,6
3413,Hypertension ,Hypertension ,True,True,5
190,Hepatitis A,Hepatitis A,True,True,5
2142,Bronchial Asthma,Bronchial Asthma,True,True,7
4731,Chickenpox,Chickenpox,True,True,5
3699,Bronchial Asthma,Bronchial Asthma,True,True,7
4298,Osteoarthritis,Osteoarthritis,True,True,6
1288,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2919,Gastroenteritis,Gastroenteritis,True,True,6
3657,Gastroenteritis,Gastroenteritis,True,True,6
2885,Malaria,Malaria,True,True,5
2944,Hypoglycemia,Hypoglycemia,True,True,5
315,Hypothyroidism,Hypothyroidism,True,True,6
3997,Hepatitis B,Hepatitis B,True,True,5
2425,Acne,Acne,True,True,7
984,Chickenpox,Chickenpox,True,True,5
1593,Vertigo,Vertigo,True,True,6
1358,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1572,Osteoarthritis,Osteoarthritis,True,True,6
2434,Urinary Tract Infection,Urinary Tract Infection,True,True,9
321,Hyperthyroidism,Hyperthyroidism,True,True,6
4684,Hypertension ,Hypertension ,True,True,5
1416,Typhoid,Typhoid,True,True,5
219,Hepatitis C,Hepatitis C,True,True,6
400,Impetigo,Impetigo,True,True,6
1790,Malaria,Malaria,True,True,5
950,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
311,Hypothyroidism,Hypothyroidism,True,True,6
1395,Chickenpox,Chickenpox,True,True,5
2189,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1336,Hypertension ,Hypertension ,True,True,5
121,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4408,Hepatitis C,Hepatitis C,True,True,6
3232,Osteoarthritis,Osteoarthritis,True,True,6
4852,Jaundice,Jaundice,True,True,6
3316,Vertigo,Vertigo,True,True,6
728,Hypothyroidism,Hypothyroidism,True,True,6
1132,Hypothyroidism,Hypothyroidism,True,True,14
4743,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
768,Arthritis,Arthritis,True,True,7
3655,AIDS,AIDS,True,True,7
380,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4070,Migraine,Migraine,True,True,6
1199,Acne,Acne,True,True,8
1353,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2194,Jaundice,Jaundice,True,True,8
175,Dengue,Dengue,True,True,5
